ZIP,EV Network,Latitude,Longitude
14626,LIVINGSTON,43.211375,-77.698376
12561,ChargePoint Network,41.741984,-74.080814
12305,LIVINGSTON,42.814249,-73.938485
11371,ChargePoint Network,40.773116,-73.874977
13495,ChargePoint Network,43.113758,-75.28496
11944,Tesla Destination,41.101654,-72.364242
11937,EV Connect,40.969091,-72.172316
12866,ChargePoint Network,43.085667,-73.7656
11550,Non-Networked,40.71693,-73.630152
14048,ChargePoint Network,42.464198,-79.280122
14450,Non-Networked,43.129935,-77.386788
11901,Tesla Destination,40.947089,-72.579622
11978,ChargePoint Network,40.812187,-72.643448
12983,ChargePoint Network,44.35082,-74.11515
10010,ChargePoint Network,40.736148,-73.980154
14617,ChargePoint Network,43.209057,-77.60138
12401,Tesla Destination,41.970145,-73.985923
14203,ChargePoint Network,42.901641,-78.867271
12018,ChargePoint Network,42.638393,-73.54167
12189,ChargePoint Network,42.726226,-73.701207
10172,EV Connect,40.754897,-73.974107
12720,ChargePoint Network,41.684274,-74.877327
12545,Non-Networked,41.791563,-73.659717
12946,ChargePoint Network,44.28713,-73.98468
14221,ChargePoint Network,42.964544,-78.688794
10562,ChargePoint Network,41.191609,-73.854692
12065,ChargePoint Network,42.856321,-73.78317
11954,Tesla Destination,41.069404,-71.932673
13057,EV Connect,43.102147,-76.049212
12019,ChargePoint Network,42.95716,-73.85257
12189,ChargePoint Network,42.723997,-73.70261
12072,Greenlots,42.916201,-74.446642
11971,Tesla Destination,41.052046,-72.43468
14623,Tesla Destination,43.091646,-77.674855
14750,Non-Networked,42.103591,-79.328576
10954,EV Connect,41.103635,-74.028182
14613,EV Connect,43.174415,-77.653809
10538,Blink Network,40.931507,-73.76318
14214,ChargePoint Network,42.951019,-78.822603
12846,ChargePoint Network,43.320377,-73.84187
10128,Tesla Destination,40.782163,-73.95059
10023,Tesla Destination,40.770769,-73.981573
13601,Tesla,43.979585,-75.954114
14221,Non-Networked,42.96275,-78.691132
12189,ChargePoint Network,42.729761,-73.698586
13045,ChargePoint Network,42.59609,-76.1924
10025,Tesla Destination,40.797676,-73.968479
12065,EV Connect,42.865495,-73.778228
12866,ChargePoint Network,43.086973,-73.795807
10022,Blink Network,40.759299,-73.968603
14621,ChargePoint Network,43.191475,-77.589269
11581,Tesla,40.664127,-73.7251
13601,Non-Networked,43.979207,-75.946384
12946,Tesla Destination,44.285832,-73.986802
12804,ChargePoint Network,43.36057,-73.657
14701,ChargePoint Network,42.095306,-79.24159
11701,ChargePoint Network,40.656884,-73.396359
14221,Tesla,42.968675,-78.69568
12801,ChargePoint Network,43.31724,-73.62728
10022,Tesla Destination,40.762806,-73.9687
12601,ChargePoint Network,41.63666,-73.91962
10590,EV Connect,41.416405,-73.624373
14127,Non-Networked,42.784867,-78.76558
13045,Tesla Destination,42.606836,-76.164117
10128,Tesla Destination,40.780918,-73.950526
14614,ChargePoint Network,43.156137,-77.614096
10003,Tesla Destination,40.736116,-73.989322
11552,ChargePoint Network,40.68306,-73.643105
13045,ChargePoint Network,42.59759,-76.19155
12866,Tesla Destination,43.07885,-73.789832
12043,ChargePoint Network,42.678754,-74.483544
10580,EV Connect,40.989535,-73.672445
10022,Tesla Destination,40.760421,-73.964418
11201,Tesla Destination,40.690809,-73.990016
14519,EV Connect,43.222764,-77.291418
12477,ChargePoint Network,42.090708,-73.951019
11901,Tesla Destination,40.918664,-72.656139
10014,Tesla Destination,40.735404,-74.007717
10514,EV Connect,41.184415,-73.79618
12009,eVgo Network,42.716216,-73.934492
12180,ChargePoint Network,42.731358,-73.669075
11096,Non-Networked,40.622268,-73.742699
10926,ChargePoint Network,41.309697,-74.133095
10002,EV Connect,40.719319,-73.988196
12020,LIVINGSTON,42.974931,-73.789625
14228,ChargePoint Network,42.998855,-78.787448
12203,ChargePoint Network,42.68016,-73.83868
12804,Tesla Destination,43.348226,-73.690167
12205,ChargePoint Network,42.704044,-73.813849
14609,EV Connect,43.16605,-77.591385
12305,ChargePoint Network,42.815176,-73.952875
13045,Tesla Destination,42.586516,-76.211675
14127,ChargePoint Network,42.779404,-78.781359
12472,ChargePoint Network,41.844954,-74.081459
13208,ChargePoint Network,43.07587,-76.169716
11976,Tesla,40.911877,-72.353105
10314,ChargePoint Network,40.612671,-74.17882
11530,ChargePoint Network,40.719561,-73.650096
12828,Greenlots,43.243606,-73.683496
11958,Non-Networked,41.0437,-72.4568
11201,Tesla Destination,40.693208,-73.981326
12561,ChargePoint Network,41.742648,-74.084088
10013,Tesla Destination,40.717568,-74.011042
11961,Non-Networked,40.869342,-72.879755
13032,Non-Networked,43.077499,-75.752256
12202,ChargePoint Network,42.637696,-73.758896
11413,FLO,40.677402,-73.745064
11417,Non-Networked,40.68117,-73.845621
12804,ChargePoint Network,43.35517,-73.65409
11101,Tesla Destination,40.749893,-73.939758
14456,ChargePoint Network,42.86009,-76.984375
12866,ChargePoint Network,43.089897,-73.76728
10605,ChargePoint Network,41.02859,-73.759544
14432,ChargePoint Network,42.959305,-77.13562
10512,eVgo Network,41.412844,-73.667098
13308,ChargePoint Network,43.197199,-75.728611
11772,ChargePoint Network,40.775278,-73.02523
12203,ChargePoint Network,42.68536,-73.87069
11590,ChargePoint Network,40.740059,-73.601087
13027,ChargePoint Network,43.179848,-76.402593
10001,Blink Network,40.745282,-73.975719
13078,ChargePoint Network,43.013306,-76.08437
12856,ChargePoint Network,43.712284,-74.107111
10606,ChargePoint Network,41.027322,-73.778019
13655,ChargePoint Network,44.971275,-74.64318
11354,Tesla Destination,40.758745,-73.833154
12203,ChargePoint Network,42.687836,-73.83313
12866,EV Connect,43.077341,-73.782443
10030,Tesla Destination,40.816366,-73.947365
12110,ChargePoint Network,42.745613,-73.77206
14623,ChargePoint Network,43.074691,-77.64485
14210,ChargePoint Network,42.875107,-78.847289
11232,FLO,40.656766,-74.004802
13478,ChargePoint Network,43.115034,-75.587105
14414,Tesla Destination,42.910883,-77.735952
11795,ChargePoint Network,40.72061,-73.304546
12065,ChargePoint Network,42.869247,-73.773056
10025,Blink Network,40.793416,-73.967719
13210,ChargePoint Network,43.049634,-76.141079
14203,ChargePoint Network,42.901008,-78.863625
10805,ChargePoint Network,40.898226,-73.792186
11354,Electrify America,40.756191,-73.836298
12308,EV Connect,42.816642,-73.924801
12189,ChargePoint Network,42.732693,-73.72359
11211,Tesla Destination,40.717801,-73.951805
12077,ChargePoint Network,42.602394,-73.79083
12009,ChargePoint Network,42.71287,-73.989773
14514,LIVINGSTON,43.120322,-77.807639
10940,ChargePoint Network,41.441883,-74.366679
12406,EV Connect,42.147437,-74.614917
12065,ChargePoint Network,42.854624,-73.768548
11430,Electrify America,40.656091,-73.808079
12534,Tesla,42.22328,-73.826266
14211,ChargePoint Network,42.913075,-78.791235
12845,ChargePoint Network,43.359015,-73.701072
11717,ChargePoint Network,40.772454,-73.239297
11238,Tesla Destination,40.681876,-73.964169
13088,ChargePoint Network,43.110138,-76.18719
13066,ChargePoint Network,43.026069,-76.007024
10075,Blink Network,40.773528,-73.959538
12936,ChargePoint Network,44.308174,-73.37461
14303,ChargePoint Network,43.086961,-79.065842
14226,ChargePoint Network,42.957832,-78.810768
13057,ChargePoint Network,43.08863,-76.08842
14840,Non-Networked,42.39883,-77.227276
11803,Tesla,40.779854,-73.450709
11418,EV Connect,40.696909,-73.816114
12572,ChargePoint Network,41.9273,-73.91062
10595,EV Connect,41.086676,-73.806065
11201,Tesla Destination,40.695013,-73.982843
14226,ChargePoint Network,42.957542,-78.769663
13323,EV Connect,43.049748,-75.406056
11105,Tesla Destination,40.769436,-73.905312
12866,ChargePoint Network,43.084282,-73.80298
10976,EV Connect,41.029363,-73.928978
10001,Tesla Destination,40.752558,-74.002736
12946,ChargePoint Network,44.220623,-73.92382
10601,EV Connect,41.02894,-73.763727
11790,ChargePoint Network,40.909578,-73.125004
12866,ChargePoint Network,43.084293,-73.803055
13202,EV Connect,43.047384,-76.158146
11248,Tesla Destination,40.751772,-73.964999
14072,EV Connect,43.019296,-78.97458
11530,Tesla Destination,40.741668,-73.609459
11901,ChargePoint Network,40.925695,-72.692471
10801,Tesla,40.912547,-73.780488
13850,Non-Networked,42.095812,-76.003703
10941,Tesla Destination,41.462968,-74.368183
14850,Tesla Destination,42.440673,-76.497375
11377,Tesla Destination,40.746539,-73.892004
10038,Tesla Destination,40.709609,-74.004401
14701,ChargePoint Network,42.097733,-79.23768
11379,ChargePoint Network,40.711273,-73.89222
12549,Tesla Destination,41.52688,-74.235988
10044,ChargePoint Network,40.755077,-73.955605
13865,EV Connect,42.077966,-75.639472
14606,EV Connect,43.165109,-77.658178
13322,EV Connect,42.97801,-75.249586
12997,ChargePoint Network,44.359064,-73.858857
12302,ChargePoint Network,42.83427,-73.969972
14424,Non-Networked,42.753957,-77.336811
11729,ChargePoint Network,40.762397,-73.305471
11790,EV Connect,40.914818,-73.119813
10911,EV Connect,41.313051,-73.98989
12804,ChargePoint Network,43.29604,-73.67644
12208,ChargePoint Network,42.654875,-73.802365
12866,ChargePoint Network,43.062267,-73.776065
14865,EV Connect,42.346621,-76.848004
12110,ChargePoint Network,42.719936,-73.75081
14221,EV Connect,42.947862,-78.696719
14414,EV Connect,42.90966,-77.732626
12801,ChargePoint Network,43.307855,-73.644584
12534,ChargePoint Network,42.2491,-73.78469
10023,Blink Network,40.771626,-73.981032
12401,Non-Networked,41.948965,-74.032033
13350,ChargePoint Network,43.027471,-74.988937
12110,ChargePoint Network,42.762638,-73.822044
10155,Tesla Destination,40.76161,-73.96775
14701,Blink Network,42.115844,-79.253222
12027,ChargePoint Network,42.90973,-73.89068
12525,ChargePoint Network,41.74457,-74.11794
12206,Non-Networked,42.678984,-73.782529
14850,EV Connect,42.469472,-76.478871
13326,ChargePoint Network,42.626186,-74.945045
10016,Tesla Destination,40.744093,-73.972689
10023,Tesla Destination,40.772436,-73.981695
13473,SWTCH,43.636693,-75.394039
10033,Tesla Destination,40.836425,-73.941393
12919,EV Connect,44.983225,-73.444864
12189,ChargePoint Network,42.733055,-73.728065
12804,ChargePoint Network,43.298553,-73.67698
13090,Non-Networked,43.185219,-76.242663
11211,Tesla Destination,40.715405,-73.958638
14228,ChargePoint Network,42.998555,-78.781323
11215,ChargePoint Network,40.674844,-73.989457
14623,Non-Networked,43.077581,-77.641934
13212,Electrify America,43.092247,-76.169671
12814,ChargePoint Network,43.557007,-73.64522
10280,Tesla Destination,40.706976,-74.016962
14210,ChargePoint Network,42.875107,-78.847482
12203,ChargePoint Network,42.703407,-73.85714
10901,ChargePoint Network,41.120068,-74.11675
10019,SemaCharge Network,40.761622,-73.975466
12866,ChargePoint Network,43.078698,-73.781219
11735,EV Connect,40.741355,-73.45593
10801,eVgo Network,40.911425,-73.779194
14204,ChargePoint Network,42.86418,-78.86816
14618,ChargePoint Network,43.120601,-77.54906
11219,ChargePoint Network,40.638557,-73.998678
10023,Tesla Destination,40.772308,-73.978966
12449,ChargePoint Network,41.976902,-74.002655
14203,EV Connect,42.887468,-78.872406
14586,EV Connect,43.045175,-77.672334
11550,Electrify America,40.706011,-73.630952
12801,ChargePoint Network,43.322006,-73.6654
12047,ChargePoint Network,42.781464,-73.705574
12401,ChargePoint Network,41.932845,-74.020676
14623,Tesla Destination,43.059322,-77.651957
11954,Tesla Destination,41.002726,-72.031415
14454,ChargePoint Network,42.795196,-77.816084
12211,ChargePoint Network,42.681602,-73.768196
12853,ChargePoint Network,43.671176,-74.007611
10314,Volta,40.581751,-74.168466
11101,Tesla Destination,40.748762,-73.942538
12309,ChargePoint Network,42.83297,-73.90387
10924,ChargePoint Network,41.397857,-74.341739
10007,Tesla Destination,40.715543,-74.011435
12528,EV Connect,41.739522,-73.960362
14210,ChargePoint Network,42.874905,-78.849889
12901,ChargePoint Network,44.695726,-73.515764
10019,Tesla Destination,40.762653,-73.977846
14513,ChargePoint Network,43.049065,-77.094025
14604,ChargePoint Network,43.154074,-77.606985
14210,ChargePoint Network,42.874893,-78.849846
10022,Tesla Destination,40.759764,-73.967956
12443,ChargePoint Network,41.926193,-74.06719
10027,EV Connect,40.811438,-73.960481
14226,ChargePoint Network,42.96014,-78.76977
10075,Tesla Destination,40.773471,-73.952304
14202,ChargePoint Network,42.884396,-78.8763
12207,ChargePoint Network,42.652622,-73.75033
11101,Tesla Destination,40.751815,-73.941166
12921,ChargePoint Network,44.885846,-73.436482
10307,Tesla Destination,40.51337,-74.25137
12308,EV Connect,42.82523,-73.92389
12207,ChargePoint Network,42.65263,-73.75039
12866,ChargePoint Network,43.081886,-73.786524
12870,Greenlots,43.86927,-73.752752
14103,Blink Network,43.206332,-78.39894
12010,ChargePoint Network,42.93813,-74.190765
10075,Tesla Destination,40.773471,-73.952304
12180,ChargePoint Network,42.73511,-73.68805
11368,ChargePoint Network,40.760424,-73.856316
14901,ChargePoint Network,42.089325,-76.816073
14214,EV Connect,42.928981,-78.84766
12901,ChargePoint Network,44.697682,-73.46752
11701,ChargePoint Network,40.656891,-73.39625
14216,EV Connect,42.948063,-78.866129
14203,ChargePoint Network,42.90086,-78.863704
11378,ChargePoint Network,40.726232,-73.895705
12047,Non-Networked,42.767009,-73.689847
10011,Tesla Destination,40.741371,-73.995533
12901,ChargePoint Network,44.69712,-73.498215
12065,ChargePoint Network,42.866709,-73.777904
14414,EV Connect,42.91058,-77.746443
14225,Non-Networked,42.93057,-78.728499
10601,Non-Networked,41.031464,-73.769946
11733,ChargePoint Network,40.904465,-73.08778
13903,Electrify America,42.090365,-75.913547
14150,ChargePoint Network,43.002586,-78.84064
10917,eVgo Network,41.313287,-74.125236
14075,Non-Networked,42.746772,-78.852481
14043,Non-Networked,42.891613,-78.717862
14618,FLO,43.118929,-77.556073
10562,ChargePoint Network,41.166687,-73.827925
13088,ChargePoint Network,43.101581,-76.207455
14223,ChargePoint Network,42.97104,-78.83855
14048,ChargePoint Network,42.487682,-79.335875
12180,ChargePoint Network,42.73509,-73.687996
10021,Tesla Destination,40.784771,-73.946728
12054,ChargePoint Network,42.608073,-73.849243
11211,Tesla Destination,40.711558,-73.967572
13032,EV Connect,43.088866,-75.749876
10075,Tesla Destination,40.771766,-73.951838
10002,Tesla,40.717153,-73.991869
11772,ChargePoint Network,40.761692,-73.01223
12996,ChargePoint Network,44.361485,-73.391304
12302,ChargePoint Network,42.887598,-73.93673
12946,Tesla,44.294989,-74.010892
13057,ChargePoint Network,43.045918,-76.049853
12208,ChargePoint Network,42.653761,-73.774222
14214,ChargePoint Network,42.950937,-78.82269
10069,ChargePoint Network,40.773005,-73.992868
12210,ChargePoint Network,42.658684,-73.75884
14203,ChargePoint Network,42.901006,-78.863905
12087,Greenlots,42.427962,-73.805549
12853,ChargePoint Network,43.681416,-73.97279
14580,ChargePoint Network,43.192298,-77.498984
12184,ChargePoint Network,42.415531,-73.676855
14513,ChargePoint Network,43.060935,-77.104487
12866,ChargePoint Network,43.085278,-73.78067
11968,ChargePoint Network,40.88548,-72.380628
13320,Non-Networked,42.797294,-74.758022
12308,LIVINGSTON,42.833607,-73.921092
13126,Tesla Destination,43.460055,-76.482728
11590,ChargePoint Network,40.740231,-73.601034
12189,ChargePoint Network,42.726236,-73.701304
14204,ChargePoint Network,42.87853,-78.8577
12203,ChargePoint Network,42.685246,-73.870747
12845,ChargePoint Network,43.359247,-73.701335
12203,ChargePoint Network,42.678982,-73.844918
12866,Greenlots,43.086092,-73.781222
14617,ChargePoint Network,43.201899,-77.574545
10591,EV Connect,41.076261,-73.865686
10128,Tesla Destination,40.788716,-73.970934
12208,ChargePoint Network,42.654722,-73.80252
10069,ChargePoint Network,40.772952,-73.992622
14228,ChargePoint Network,43.039273,-78.820953
12305,LIVINGSTON,42.807848,-73.946014
12065,ChargePoint Network,42.863462,-73.771907
12118,ChargePoint Network,42.957538,-73.789455
12983,Tesla Destination,44.314712,-74.119133
12508,ChargePoint Network,41.507937,-73.978278
13202,Blink Network,43.049503,-76.153039
10901,ChargePoint Network,41.12019,-74.11686
14530,ChargePoint Network,42.717358,-78.00246
14611,ChargePoint Network,43.149392,-77.636784
12205,ChargePoint Network,42.718322,-73.797207
12309,SemaCharge Network,42.828911,-73.874213
14845,Tesla Destination,42.161972,-76.867318
14559,Blink Network,43.217882,-77.758291
12077,ChargePoint Network,42.588972,-73.797298
12054,ChargePoint Network,42.606503,-73.848
12125,ChargePoint Network,42.46687,-73.394615
14564,ChargePoint Network,42.981755,-77.40836
12144,ChargePoint Network,42.607567,-73.72001
12401,ChargePoint Network,41.936927,-74.024779
12484,Tesla Destination,41.852541,-74.139181
14204,ChargePoint Network,42.864134,-78.868096
12047,ChargePoint Network,42.778454,-73.70279
11732,Tesla Destination,40.843546,-73.532489
11430,ChargePoint Network,40.645659,-73.779481
11213,FLO,40.674612,-73.944569
14623,Blink Network,43.07891,-77.64205
11726,Tesla,40.68872,-73.406165
14072,ChargePoint Network,43.011088,-78.968309
13850,ChargePoint Network,42.096362,-75.987614
11201,Tesla Destination,40.691871,-73.998307
12009,ChargePoint Network,42.714277,-73.935848
11755,Tesla,40.862287,-73.128993
10451,EV Connect,40.817326,-73.920914
10010,Tesla Destination,40.742197,-73.992168
14304,Non-Networked,43.101378,-78.941072
12484,ChargePoint Network,41.851332,-74.130956
10014,Tesla Destination,40.729474,-74.008847
12953,ChargePoint Network,44.841328,-74.28194
10011,EV Connect,40.727362,-73.997533
13760,EV Connect,42.104931,-76.043776
10036,Tesla Destination,40.760856,-73.986218
10080,Tesla,40.714177,-74.016332
12065,ChargePoint Network,42.869236,-73.77315
10025,Tesla Destination,40.797961,-73.968389
14546,ChargePoint Network,43.027301,-77.763043
10570,EV Connect,41.135753,-73.791497
12601,ChargePoint Network,41.698847,-73.937505
12804,Non-Networked,43.273451,-73.674594
13053,ChargePoint Network,42.49164,-76.28683
10016,Tesla Destination,40.7462,-73.978528
12076,EV Connect,42.44229,-74.447636
11101,Blink Network,40.742397,-73.959225
13346,ChargePoint Network,42.817555,-75.539265
14810,Greenlots,42.334259,-77.316913
10003,Tesla Destination,40.73099,-73.990963
10003,Blink Network,40.7297,-73.991565
13212,ChargePoint Network,43.094833,-76.172042
12477,EV Connect,42.087996,-73.975551
14607,ChargePoint Network,43.150715,-77.56879
10010,Tesla Destination,40.73591,-73.983331
11801,Volta,40.77178,-73.532246
10606,ChargePoint Network,41.031149,-73.774641
10021,Tesla Destination,40.764777,-73.963555
14221,ChargePoint Network,42.990251,-78.790769
12302,ChargePoint Network,42.86801,-73.928278
12065,ChargePoint Network,42.856457,-73.78312
12449,Non-Networked,41.980335,-73.990256
10533,EV Connect,41.038916,-73.867013
10014,Blink Network,40.735094,-74.00187
13030,Tesla Destination,43.154875,-75.965306
14203,ChargePoint Network,42.845382,-78.863831
12189,ChargePoint Network,42.73136,-73.72597
14226,Non-Networked,42.979725,-78.797346
10028,Tesla Destination,40.774316,-73.951909
12845,Tesla Destination,43.429712,-73.710506
13027,ChargePoint Network,43.159201,-76.329447
11219,ChargePoint Network,40.638594,-73.998676
10591,EV Connect,41.104998,-73.860423
12010,ChargePoint Network,42.934452,-74.197338
13904,Non-Networked,42.103472,-75.892293
13346,ChargePoint Network,42.827,-75.542481
10013,Tesla Destination,40.721638,-74.003781
14623,Tesla Destination,43.087708,-77.613092
12009,ChargePoint Network,42.714876,-73.933578
12189,ChargePoint Network,42.73143,-73.72433
12986,Tesla Destination,44.243737,-74.487414
12033,ChargePoint Network,42.584201,-73.671125
14607,Tesla Destination,43.145078,-77.586462
10014,Tesla Destination,40.77364,-73.959302
14881,ChargePoint Network,42.394245,-76.35049
12010,ChargePoint Network,42.938286,-74.191086
12020,ChargePoint Network,42.97851,-73.86152
13478,ChargePoint Network,43.122196,-75.59264
10018,Tesla Destination,40.751363,-73.986389
14850,ChargePoint Network,42.440667,-76.496214
13340,ChargePoint Network,43.07611,-75.16907
11747,ChargePoint Network,40.783554,-73.419929
11961,Non-Networked,40.869551,-72.883361
10065,Tesla Destination,40.769386,-73.969137
14621,ChargePoint Network,43.19736,-77.57842
10019,Tesla Destination,40.763888,-73.97499
10604,ChargePoint Network,41.043003,-73.74776
11714,Tesla Destination,40.725995,-73.478764
10065,Tesla Destination,40.767289,-73.961762
12540,Greenlots,41.667907,-73.795294
10595,ChargePoint Network,41.095104,-73.77466
14617,ChargePoint Network,43.202045,-77.574595
12571,ChargePoint Network,41.987127,-73.880399
12020,ChargePoint Network,42.97571,-73.80622
12603,ChargePoint Network,41.681836,-73.894667
12801,ChargePoint Network,43.296474,-73.64408
14203,ChargePoint Network,42.896143,-78.868544
11746,ChargePoint Network,40.835898,-73.37401
12701,ChargePoint Network,41.668821,-74.672147
12205,ChargePoint Network,42.738597,-73.820505
10941,Tesla,41.442393,-74.37639
12801,ChargePoint Network,43.303196,-73.64867
10075,Tesla Destination,40.775932,-73.961937
12804,ChargePoint Network,43.355163,-73.654071
11211,FLO,40.714318,-73.953186
12047,ChargePoint Network,42.781548,-73.705635
11976,ChargePoint Network,40.911797,-72.353065
12302,EV Connect,42.844741,-73.994662
11787,ChargePoint Network,40.860511,-73.158271
11215,eVgo Network,40.656459,-73.977527
11964,Tesla Destination,41.073469,-72.364514
10003,Tesla Destination,40.735561,-73.985319
12095,ChargePoint Network,42.982567,-74.29434
12553,ChargePoint Network,41.489966,-74.097977
14223,ChargePoint Network,42.98276,-78.86685
10016,Tesla Destination,40.746891,-73.972547
14221,ChargePoint Network,42.960476,-78.720009
12205,Non-Networked,42.717867,-73.806317
14610,ChargePoint Network,43.149124,-77.561839
11548,Non-Networked,40.816267,-73.625869
14225,ChargePoint Network,42.913478,-78.789878
10019,Tesla Destination,40.771431,-73.992964
11766,EV Connect,40.935053,-73.011471
10044,ChargePoint Network,40.755024,-73.955605
13078,ChargePoint Network,43.00504,-76.116311
12205,ChargePoint Network,42.731186,-73.853248
12525,Tesla Destination,41.687197,-74.175388
14202,ChargePoint Network,42.893581,-78.873877
14760,Tesla Destination,42.07645,-78.46697
12446,ChargePoint Network,41.730062,-74.234947
10917,EV Connect,41.315289,-74.135275
10589,Tesla,41.290501,-73.832487
14222,ChargePoint Network,42.934604,-78.880475
11795,ChargePoint Network,40.72074,-73.304634
12305,ChargePoint Network,42.824318,-73.931979
12054,ChargePoint Network,42.606556,-73.84992
12485,ChargePoint Network,42.19611,-74.13166
11768,SemaCharge Network,40.908117,-73.315463
12106,Non-Networked,42.395119,-73.696947
10025,Tesla Destination,40.795279,-73.971688
11980,ChargePoint Network,40.849614,-72.897944
14623,ChargePoint Network,43.086058,-77.673355
14141,Non-Networked,42.507662,-78.666638
12208,ChargePoint Network,42.661226,-73.78407
11577,Tesla,40.77943,-73.65012
14614,ChargePoint Network,43.156992,-77.614895
11963,ChargePoint Network,41.00328,-72.29588
12401,ChargePoint Network,41.932591,-74.016136
12550,Tesla,41.499616,-74.071324
12571,ChargePoint Network,41.987112,-73.880113
14006,ChargePoint Network,42.658535,-79.06157
14204,ChargePoint Network,42.863697,-78.868064
12534,ChargePoint Network,42.246562,-73.778631
13066,ChargePoint Network,43.031004,-76.01247
14701,ChargePoint Network,42.096388,-79.245617
13214,Electrify America,43.046061,-76.066928
13210,ChargePoint Network,43.034932,-76.134029
12198,ChargePoint Network,42.653034,-73.652079
12866,ChargePoint Network,43.087249,-73.795773
13901,ChargePoint Network,42.097843,-75.914101
12534,ChargePoint Network,42.246589,-73.778701
12866,ChargePoint Network,43.089337,-73.777234
14620,EV Connect,43.141505,-77.596854
12180,ChargePoint Network,42.742071,-73.682119
12302,ChargePoint Network,42.86792,-73.928295
12047,ChargePoint Network,42.77094,-73.716286
14527,Tesla Destination,42.663782,-77.056454
12550,Electrify America,41.497759,-74.073189
12866,ChargePoint Network,43.086993,-73.795726
10036,Blink Network,40.759223,-73.992703
10069,ChargePoint Network,40.772912,-73.992589
14617,ChargePoint Network,43.20905,-77.60131
11375,Blink Network,40.72205,-73.849351
13160,EV Connect,42.844732,-76.695984
13478,ChargePoint Network,43.117188,-75.596245
13830,Blink Network,42.440634,-75.596977
12027,ChargePoint Network,42.9097,-73.89062
12701,Tesla Destination,41.661828,-74.644777
11215,Tesla Destination,40.674253,-73.985057
10001,Tesla Destination,40.748789,-73.989915
13340,ChargePoint Network,43.076122,-75.169136
11545,SemaCharge Network,40.837575,-73.614379
11520,EV Connect,40.656692,-73.580924
12065,ChargePoint Network,42.831394,-73.73806
12205,ChargePoint Network,42.731131,-73.853398
14604,ChargePoint Network,43.157705,-77.607046
12996,ChargePoint Network,44.370823,-73.39599
12866,ChargePoint Network,43.09428,-73.753449
12309,SemaCharge Network,42.831453,-73.880977
12866,ChargePoint Network,43.093545,-73.755342
12970,ChargePoint Network,44.434216,-74.24732
14612,ChargePoint Network,43.256302,-77.606672
11747,ChargePoint Network,40.782217,-73.439925
14221,ChargePoint Network,42.959881,-78.758655
14513,ChargePoint Network,43.060847,-77.104491
12204,ChargePoint Network,42.702189,-73.715762
14607,ChargePoint Network,43.151953,-77.600919
10025,Tesla Destination,40.802368,-73.961689
12603,ChargePoint Network,41.654736,-73.870968
12009,ChargePoint Network,42.713851,-73.935241
12834,ChargePoint Network,43.091309,-73.503121
14850,ChargePoint Network,42.450688,-76.503433
11790,ChargePoint Network,40.915315,-73.129239
14779,Non-Networked,42.157913,-78.708146
12401,AMPUP,41.928591,-74.004355
14203,ChargePoint Network,42.89578,-78.868307
12401,ChargePoint Network,41.91707,-74.019002
12401,ChargePoint Network,41.93615,-73.997814
10029,Blink Network,40.786732,-73.950411
12946,ChargePoint Network,44.220339,-73.923783
14424,Tesla Destination,42.878166,-77.255793
12561,ChargePoint Network,41.747726,-74.064644
10001,Tesla Destination,40.746142,-73.995221
10011,Tesla Destination,40.737266,-73.99611
12524,ChargePoint Network,41.526606,-73.89475
11569,ChargePoint Network,40.592463,-73.584309
12211,ChargePoint Network,42.68571,-73.76649
12047,LIVINGSTON,42.766836,-73.687265
11954,EV Connect,40.975937,-72.142269
14226,ChargePoint Network,42.984648,-78.821984
13316,ChargePoint Network,43.50487,-75.70037
14221,ChargePoint Network,42.964552,-78.688653
13021,ChargePoint Network,42.930293,-76.567186
11590,Non-Networked,40.753954,-73.561974
14611,ChargePoint Network,43.149386,-77.63691
14604,ChargePoint Network,43.15395,-77.607471
11205,Tesla Destination,40.692372,-73.969893
13035,Non-Networked,42.929429,-75.859296
14203,ChargePoint Network,42.901631,-78.867552
14604,ChargePoint Network,43.155291,-77.605527
12065,ChargePoint Network,42.869606,-73.823986
12309,Non-Networked,42.816614,-73.889657
14551,Non-Networked,43.235555,-77.061621
11747,Tesla,40.798738,-73.41226
10901,ChargePoint Network,41.11925,-74.11023
11433,EV Connect,40.70448,-73.792724
12525,ChargePoint Network,41.679073,-74.15251
12205,ChargePoint Network,42.721029,-73.797244
14452,EV Connect,43.098077,-77.446529
10538,ChargePoint Network,40.935345,-73.760352
14892,EV Connect,42.003208,-76.524565
10801,EV Connect,40.911315,-73.779296
12020,ChargePoint Network,43.01063,-73.8644
10075,FLO,40.774878,-73.960671
11514,Electrify America,40.748085,-73.616882
10014,Tesla Destination,40.740828,-74.008074
10305,ChargePoint Network,40.572636,-74.08616
11249,Tesla Destination,40.71955,-73.96413
12834,ChargePoint Network,43.093933,-73.50685
14614,EV Connect,43.159975,-77.616663
12110,EV Connect,42.768177,-73.82062
12211,ChargePoint Network,42.68346,-73.76684
10019,Tesla Destination,40.764693,-73.982708
13165,Tesla,42.969252,-76.846005
10023,Tesla Destination,40.777982,-73.985407
12202,ChargePoint Network,42.641412,-73.754678
14621,ChargePoint Network,43.197277,-77.5784
10019,Tesla Destination,40.767194,-73.984544
10019,Blink Network,40.764609,-73.979517
13676,Tesla Destination,44.682982,-74.987514
12110,ChargePoint Network,42.764626,-73.81445
